model,test_row_id,actual,predicted_label,actual_sentiment,predicted_sentiment,score,absolute_score,is_correct,is_error,error_type,clean_word_count,clean_character_length
linear_svm_tfidf,151,0,0,negative,negative,-0.9015474112087852,0.9015474112087852,True,False,correct,207,1089
linear_svm_tfidf,152,0,0,negative,negative,-3.206653889784949,3.206653889784949,True,False,correct,135,721
linear_svm_tfidf,153,1,1,positive,positive,0.8507521370266167,0.8507521370266167,True,False,correct,94,544
linear_svm_tfidf,154,0,0,negative,negative,-2.0369520942605024,2.0369520942605024,True,False,correct,174,882
linear_svm_tfidf,155,0,1,negative,positive,0.3925104870516074,0.3925104870516074,False,True,false_positive,82,464
linear_svm_tfidf,156,0,0,negative,negative,-0.7265106969551006,0.7265106969551006,True,False,correct,61,332
linear_svm_tfidf,157,1,1,positive,positive,1.1551184709313116,1.1551184709313116,True,False,correct,303,1600
linear_svm_tfidf,158,1,0,positive,negative,-0.1932051612876697,0.1932051612876697,False,True,false_negative,118,609
linear_svm_tfidf,159,1,1,positive,positive,0.5987332933936854,0.5987332933936854,True,False,correct,141,775
linear_svm_tfidf,160,0,0,negative,negative,-1.8331267551603647,1.8331267551603647,True,False,correct,165,819
linear_svm_tfidf,161,0,0,negative,negative,-0.3836844286834213,0.3836844286834213,True,False,correct,161,879
linear_svm_tfidf,162,0,0,negative,negative,-1.1317932184942523,1.1317932184942523,True,False,correct,801,4497
linear_svm_tfidf,163,0,0,negative,negative,-1.6949780418991514,1.6949780418991514,True,False,correct,276,1518
linear_svm_tfidf,164,0,0,negative,negative,-0.7673738829842062,0.7673738829842062,True,False,correct,60,300
linear_svm_tfidf,165,0,0,negative,negative,-1.6399314058908083,1.6399314058908083,True,False,correct,130,705
linear_svm_tfidf,166,0,0,negative,negative,-0.2354345533317828,0.2354345533317828,True,False,correct,284,1343
linear_svm_tfidf,167,1,1,positive,positive,0.0709442976578063,0.0709442976578063,True,False,correct,200,963
linear_svm_tfidf,168,1,0,positive,negative,-0.6912982851947701,0.6912982851947701,False,True,false_negative,180,1015
linear_svm_tfidf,169,0,0,negative,negative,-0.6358893062958271,0.6358893062958271,True,False,correct,255,1285
linear_svm_tfidf,170,1,1,positive,positive,1.685785384014739,1.685785384014739,True,False,correct,453,2470
linear_svm_tfidf,171,0,0,negative,negative,-0.3217819996682243,0.3217819996682243,True,False,correct,137,715
linear_svm_tfidf,172,0,0,negative,negative,-1.0509404225104408,1.0509404225104408,True,False,correct,171,935
linear_svm_tfidf,173,1,1,positive,positive,1.2674249310178909,1.2674249310178909,True,False,correct,281,1345
linear_svm_tfidf,174,0,0,negative,negative,-0.2444928966060998,0.2444928966060998,True,False,correct,166,947
linear_svm_tfidf,175,0,0,negative,negative,-0.1721438327119587,0.1721438327119587,True,False,correct,76,486
linear_svm_tfidf,176,1,1,positive,positive,1.4020130444484311,1.4020130444484311,True,False,correct,117,666
linear_svm_tfidf,177,1,1,positive,positive,1.802694201008748,1.802694201008748,True,False,correct,82,487
linear_svm_tfidf,178,0,1,negative,positive,0.566982824012318,0.566982824012318,False,True,false_positive,258,1466
linear_svm_tfidf,179,0,0,negative,negative,-0.3941920126818033,0.3941920126818033,True,False,correct,146,835
linear_svm_tfidf,180,1,0,positive,negative,-0.682561518735483,0.682561518735483,False,True,false_negative,350,1985
linear_svm_tfidf,181,0,0,negative,negative,-0.478025348162979,0.478025348162979,True,False,correct,271,1473
linear_svm_tfidf,182,1,0,positive,negative,-0.0194213985858141,0.0194213985858141,False,True,false_negative,192,1079
linear_svm_tfidf,183,1,1,positive,positive,0.4358787768266442,0.4358787768266442,True,False,correct,52,296
linear_svm_tfidf,184,0,0,negative,negative,-1.5897165717188806,1.5897165717188806,True,False,correct,113,625
linear_svm_tfidf,185,0,0,negative,negative,-1.8985069149883609,1.8985069149883609,True,False,correct,243,1278
linear_svm_tfidf,186,0,1,negative,positive,1.4096571309418855,1.4096571309418855,False,True,false_positive,134,646
linear_svm_tfidf,187,1,1,positive,positive,1.898729983881766,1.898729983881766,True,False,correct,304,1573
linear_svm_tfidf,188,0,0,negative,negative,-0.9871428777186224,0.9871428777186224,True,False,correct,120,643
linear_svm_tfidf,189,0,0,negative,negative,-1.5403214578326423,1.5403214578326423,True,False,correct,146,756
linear_svm_tfidf,190,1,1,positive,positive,1.1948942910342475,1.1948942910342475,True,False,correct,61,340
linear_svm_tfidf,191,1,1,positive,positive,1.1544311947267467,1.1544311947267467,True,False,correct,76,395
linear_svm_tfidf,192,1,1,positive,positive,0.942135616534639,0.942135616534639,True,False,correct,102,512
linear_svm_tfidf,193,1,1,positive,positive,0.6742498746275252,0.6742498746275252,True,False,correct,142,784
linear_svm_tfidf,194,0,0,negative,negative,-0.2505258386758865,0.2505258386758865,True,False,correct,314,1680
linear_svm_tfidf,195,1,1,positive,positive,0.6080765423393623,0.6080765423393623,True,False,correct,122,637
linear_svm_tfidf,196,1,1,positive,positive,1.300668633304178,1.300668633304178,True,False,correct,119,659
linear_svm_tfidf,197,1,1,positive,positive,0.9584292331625958,0.9584292331625958,True,False,correct,197,1161
linear_svm_tfidf,198,1,1,positive,positive,0.7424074468876865,0.7424074468876865,True,False,correct,222,1270
linear_svm_tfidf,199,0,0,negative,negative,-1.534442082882396,1.534442082882396,True,False,correct,87,498
linear_svm_tfidf,200,0,0,negative,negative,-0.4283940612958081,0.4283940612958081,True,False,correct,200,1066
linear_svm_tfidf,201,1,1,positive,positive,0.5639470294150701,0.5639470294150701,True,False,correct,157,933
linear_svm_tfidf,202,1,0,positive,negative,-0.2523015042468166,0.2523015042468166,False,True,false_negative,354,1856
linear_svm_tfidf,203,0,0,negative,negative,-2.480281602825528,2.480281602825528,True,False,correct,126,686
linear_svm_tfidf,204,1,1,positive,positive,0.8286626653318635,0.8286626653318635,True,False,correct,81,474
linear_svm_tfidf,205,1,1,positive,positive,0.9121107257317312,0.9121107257317312,True,False,correct,196,1112
linear_svm_tfidf,206,0,0,negative,negative,-2.2279195021785467,2.2279195021785467,True,False,correct,301,1611
linear_svm_tfidf,207,1,1,positive,positive,2.223488422790301,2.223488422790301,True,False,correct,135,753
linear_svm_tfidf,208,1,1,positive,positive,0.918737316362448,0.918737316362448,True,False,correct,230,1322
linear_svm_tfidf,209,0,0,negative,negative,-1.5847073502875393,1.5847073502875393,True,False,correct,405,2173
linear_svm_tfidf,210,0,0,negative,negative,-0.3292869067684069,0.3292869067684069,True,False,correct,124,626
linear_svm_tfidf,211,0,0,negative,negative,-1.851159135928491,1.851159135928491,True,False,correct,397,2186
linear_svm_tfidf,212,0,0,negative,negative,-0.0964998231381185,0.0964998231381185,True,False,correct,124,617
linear_svm_tfidf,213,0,0,negative,negative,-0.2048030805858705,0.2048030805858705,True,False,correct,143,856
linear_svm_tfidf,214,1,1,positive,positive,0.0529348192634172,0.0529348192634172,True,False,correct,607,3322
linear_svm_tfidf,215,0,0,negative,negative,-1.0686709457659749,1.0686709457659749,True,False,correct,199,1048
linear_svm_tfidf,216,0,0,negative,negative,-0.7579418952598359,0.7579418952598359,True,False,correct,261,1337
linear_svm_tfidf,217,1,1,positive,positive,0.5211230630717295,0.5211230630717295,True,False,correct,114,571
linear_svm_tfidf,218,1,1,positive,positive,0.0579636301043039,0.0579636301043039,True,False,correct,43,250
linear_svm_tfidf,219,1,1,positive,positive,0.6319712810781848,0.6319712810781848,True,False,correct,149,854
linear_svm_tfidf,220,0,1,negative,positive,0.4158786857342904,0.4158786857342904,False,True,false_positive,110,592
linear_svm_tfidf,221,1,1,positive,positive,1.6789085531759425,1.6789085531759425,True,False,correct,131,678
linear_svm_tfidf,222,0,0,negative,negative,-2.3893416456283054,2.3893416456283054,True,False,correct,112,653
linear_svm_tfidf,223,0,0,negative,negative,-3.344182926008866,3.344182926008866,True,False,correct,69,388
linear_svm_tfidf,224,0,0,negative,negative,-1.3723148153026468,1.3723148153026468,True,False,correct,64,355
linear_svm_tfidf,225,1,0,positive,negative,-0.2993436896203791,0.2993436896203791,False,True,false_negative,148,834
linear_svm_tfidf,226,1,1,positive,positive,1.2172144913361742,1.2172144913361742,True,False,correct,112,601
linear_svm_tfidf,227,1,1,positive,positive,2.3135520102764957,2.3135520102764957,True,False,correct,589,3315
linear_svm_tfidf,228,1,1,positive,positive,0.5225855458706851,0.5225855458706851,True,False,correct,197,1086
linear_svm_tfidf,229,0,0,negative,negative,-0.919104162431252,0.919104162431252,True,False,correct,40,205
linear_svm_tfidf,230,1,1,positive,positive,1.2381554500554122,1.2381554500554122,True,False,correct,150,846
linear_svm_tfidf,231,0,0,negative,negative,-1.640000410129143,1.640000410129143,True,False,correct,394,2001
linear_svm_tfidf,232,0,0,negative,negative,-0.1420037684057401,0.1420037684057401,True,False,correct,81,387
linear_svm_tfidf,233,0,0,negative,negative,-0.1209601509869955,0.1209601509869955,True,False,correct,187,1017
linear_svm_tfidf,234,1,1,positive,positive,1.3545777888112682,1.3545777888112682,True,False,correct,205,1170
linear_svm_tfidf,235,0,0,negative,negative,-0.8675261546797918,0.8675261546797918,True,False,correct,194,1050
linear_svm_tfidf,236,1,1,positive,positive,1.386920216371325,1.386920216371325,True,False,correct,139,721
linear_svm_tfidf,237,1,1,positive,positive,0.3415377040012106,0.3415377040012106,True,False,correct,216,1053
linear_svm_tfidf,238,0,0,negative,negative,-1.4594631306911592,1.4594631306911592,True,False,correct,185,1019
linear_svm_tfidf,239,1,1,positive,positive,0.2130390135323445,0.2130390135323445,True,False,correct,114,602
linear_svm_tfidf,240,1,1,positive,positive,0.0211316150767915,0.0211316150767915,True,False,correct,164,901
linear_svm_tfidf,241,0,0,negative,negative,-1.9821082564522403,1.9821082564522403,True,False,correct,122,733
linear_svm_tfidf,242,0,0,negative,negative,-0.8349113144645907,0.8349113144645907,True,False,correct,458,2552
linear_svm_tfidf,243,1,1,positive,positive,0.8748325884570624,0.8748325884570624,True,False,correct,79,414
linear_svm_tfidf,244,0,0,negative,negative,-2.2667324182948474,2.2667324182948474,True,False,correct,107,553
linear_svm_tfidf,245,1,1,positive,positive,0.4020028936039473,0.4020028936039473,True,False,correct,156,838
linear_svm_tfidf,246,0,0,negative,negative,-0.4339489494010062,0.4339489494010062,True,False,correct,159,826
linear_svm_tfidf,247,1,1,positive,positive,0.2004402088956383,0.2004402088956383,True,False,correct,192,1033
linear_svm_tfidf,248,1,1,positive,positive,1.8641990062309584,1.8641990062309584,True,False,correct,121,632
linear_svm_tfidf,249,0,0,negative,negative,-1.0854066807642335,1.0854066807642335,True,False,correct,135,694
linear_svm_tfidf,250,1,1,positive,positive,1.2206106697286514,1.2206106697286514,True,False,correct,493,2465
linear_svm_tfidf,251,0,0,negative,negative,-0.1957622880181013,0.1957622880181013,True,False,correct,170,889
linear_svm_tfidf,252,0,0,negative,negative,-0.622083821939554,0.622083821939554,True,False,correct,184,1117
linear_svm_tfidf,253,0,0,negative,negative,-1.4136962758928204,1.4136962758928204,True,False,correct,333,1768
linear_svm_tfidf,254,1,1,positive,positive,0.8274403780436121,0.8274403780436121,True,False,correct,62,356
linear_svm_tfidf,255,0,0,negative,negative,-2.13562857534676,2.13562857534676,True,False,correct,83,498
linear_svm_tfidf,256,1,0,positive,negative,-0.2990493248707496,0.2990493248707496,False,True,false_negative,201,1066
linear_svm_tfidf,257,0,0,negative,negative,-2.8368415073719957,2.8368415073719957,True,False,correct,226,1254
linear_svm_tfidf,258,0,0,negative,negative,-0.843517314393151,0.843517314393151,True,False,correct,146,771
linear_svm_tfidf,259,0,0,negative,negative,-0.7019446968820305,0.7019446968820305,True,False,correct,243,1362
linear_svm_tfidf,260,0,0,negative,negative,-1.3367306495994988,1.3367306495994988,True,False,correct,71,380
linear_svm_tfidf,261,0,0,negative,negative,-0.2505011741577474,0.2505011741577474,True,False,correct,354,1940
